team1,team2,score1,score2,event,date,match_url,winner,rank1,rank2
ODDIK,Bounty Hunters,2,1,FiRe CONTER Season 1,Results for January 31st 2026,https://www.hltv.org/matches/2389689/oddik-vs-bounty-hunters-fire-conter-season-1,ODDIK,47,88
Vitality,BC.Game,2,0,IEM Kraków 2026,Results for January 31st 2026,https://www.hltv.org/matches/2389641/vitality-vs-bcgame-iem-krakw-2026,Vitality,1,26
FaZe,3DMAX,0,2,IEM Kraków 2026,Results for January 31st 2026,https://www.hltv.org/matches/2389642/faze-vs-3dmax-iem-krakw-2026,3DMAX,7,13
Spirit,Astralis,2,0,IEM Kraków 2026,Results for January 31st 2026,https://www.hltv.org/matches/2389640/spirit-vs-astralis-iem-krakw-2026,Spirit,5,12
ex-RUBY,KOLESIE,2,1,European Pro League Series 4,Results for January 31st 2026,https://www.hltv.org/matches/2389051/ex-ruby-vs-kolesie-european-pro-league-series-4,ex-RUBY,57,54
ShindeN,RED Canids,0,2,FiRe CONTER Season 1,Results for January 31st 2026,https://www.hltv.org/matches/2389690/shinden-vs-red-canids-fire-conter-season-1,RED Canids,71,38
RUSTEC,ARCRED,1,2,Exort Cataclysm Season 1,Results for January 31st 2026,https://www.hltv.org/matches/2389705/rustec-vs-arcred-exort-cataclysm-season-1,ARCRED,98,60
FURIA,FUT,0,2,IEM Kraków 2026,Results for January 31st 2026,https://www.hltv.org/matches/2389637/furia-vs-fut-iem-krakw-2026,FUT,2,14
Natus Vincere,PARIVISION,2,1,IEM Kraków 2026,Results for January 31st 2026,https://www.hltv.org/matches/2389639/natus-vincere-vs-parivision-iem-krakw-2026,Natus Vincere,8,6
Imperial,Bounty Hunters,0,2,FiRe CONTER Season 1,Results for January 31st 2026,https://www.hltv.org/matches/2389687/imperial-vs-bounty-hunters-fire-conter-season-1,Bounty Hunters,23,88
K27,WHITEBIRD,2,1,Exort Cataclysm Season 1,Results for January 31st 2026,https://www.hltv.org/matches/2389700/k27-vs-whitebird-exort-cataclysm-season-1,K27,40,86
Fluxo,RED Canids,0,2,FiRe CONTER Season 1,Results for January 31st 2026,https://www.hltv.org/matches/2389688/fluxo-vs-red-canids-fire-conter-season-1,RED Canids,66,38
Inner Circle,FAVBET,1,2,European Pro League Series 4,Results for January 31st 2026,https://www.hltv.org/matches/2389052/inner-circle-vs-favbet-european-pro-league-series-4,FAVBET,44,68
The MongolZ,G2,0,2,IEM Kraków 2026,Results for January 31st 2026,https://www.hltv.org/matches/2389638/the-mongolz-vs-g2-iem-krakw-2026,G2,10,9
FORZE Reload,WHITEBIRD,0,2,Exort Cataclysm Season 1,Results for January 31st 2026,https://www.hltv.org/matches/2389699/forze-reload-vs-whitebird-exort-cataclysm-season-1,WHITEBIRD,90,86
Virtus.pro,RUSTEC,0,2,Exort Cataclysm Season 1,Results for January 31st 2026,https://www.hltv.org/matches/2389703/virtuspro-vs-rustec-exort-cataclysm-season-1,RUSTEC,61,98
MOUZ NXT,ARCRED,1,0,NODWIN Clutch Series 4,Results for January 31st 2026,https://www.hltv.org/matches/2389221/mouz-nxt-vs-arcred-nodwin-clutch-series-4,MOUZ NXT,69,60
Sharks,MIBR,1,2,FiRe CONTER Season 1,Results for January 31st 2026,https://www.hltv.org/matches/2389685/sharks-vs-mibr-fire-conter-season-1,MIBR,39,28
MIBR,9z,2,1,FiRe CONTER Season 1,Results for January 31st 2026,https://www.hltv.org/matches/2389684/mibr-vs-9z-fire-conter-season-1,MIBR,28,42
SINNERS,Nemiga,2,0,CCT Season 3 Europe Series 13,Results for January 30th 2026,https://www.hltv.org/matches/2389146/sinners-vs-nemiga-cct-season-3-europe-series-13,SINNERS,65,55
Oramond,magic,2,0,CCT Season 3 Europe Series 14,Results for January 30th 2026,https://www.hltv.org/matches/2389548/oramond-vs-magic-cct-season-3-europe-series-14,Oramond,51,48
FUT,Liquid,2,0,IEM Kraków 2026 Stage 1,Results for January 30th 2026,https://www.hltv.org/matches/2389635/fut-vs-liquid-iem-krakw-2026-stage-1,FUT,14,15
GamerLegion,Astralis,0,2,IEM Kraków 2026 Stage 1,Results for January 30th 2026,https://www.hltv.org/matches/2389633/gamerlegion-vs-astralis-iem-krakw-2026-stage-1,Astralis,20,12
Marsborne,BESTIA,1,2,FiRe CONTER Season 1,Results for January 30th 2026,https://www.hltv.org/matches/2389681/marsborne-vs-bestia-fire-conter-season-1,BESTIA,53,37
paiN,Aurora,0,2,IEM Kraków 2026 Stage 1,Results for January 30th 2026,https://www.hltv.org/matches/2389636/pain-vs-aurora-iem-krakw-2026-stage-1,Aurora,18,11
Nemiga,BIG,2,1,CCT Season 3 Europe Series 13,Results for January 30th 2026,https://www.hltv.org/matches/2389145/nemiga-vs-big-cct-season-3-europe-series-13,Nemiga,55,63
BC.Game,Ninjas in Pyjamas,2,0,IEM Kraków 2026 Stage 1,Results for January 30th 2026,https://www.hltv.org/matches/2389634/bcgame-vs-ninjas-in-pyjamas-iem-krakw-2026-stage-1,BC.Game,26,21
Astralis,NRG,1,2,IEM Kraków 2026 Stage 1,Results for January 30th 2026,https://www.hltv.org/matches/2389628/astralis-vs-nrg-iem-krakw-2026-stage-1,NRG,12,19
GamerLegion,HEROIC,2,0,IEM Kraków 2026 Stage 1,Results for January 30th 2026,https://www.hltv.org/matches/2389629/gamerlegion-vs-heroic-iem-krakw-2026-stage-1,GamerLegion,20,22
FAVBET,Betclic,1,2,NODWIN Clutch Series 4,Results for January 30th 2026,https://www.hltv.org/matches/2389219/favbet-vs-betclic-nodwin-clutch-series-4,Betclic,68,93
1win,SINNERS,1,2,CCT Season 3 Europe Series 13,Results for January 30th 2026,https://www.hltv.org/matches/2389144/1win-vs-sinners-cct-season-3-europe-series-13,SINNERS,77,65
Fluxo,ShindeN,0,2,FiRe CONTER Season 1,Results for January 30th 2026,https://www.hltv.org/matches/2389677/fluxo-vs-shinden-fire-conter-season-1,ShindeN,66,71
RED Canids,ShindeN,0,2,FiRe CONTER Season 1,Results for January 30th 2026,https://www.hltv.org/matches/2389676/red-canids-vs-shinden-fire-conter-season-1,ShindeN,38,71
BET-M,BIG,1,2,CCT Season 3 Europe Series 13,Results for January 29th 2026,https://www.hltv.org/matches/2389143/bet-m-vs-big-cct-season-3-europe-series-13,BIG,80,63
Liquid,G2,1,2,IEM Kraków 2026 Stage 1,Results for January 29th 2026,https://www.hltv.org/matches/2389626/liquid-vs-g2-iem-krakw-2026-stage-1,G2,15,9
Imperial,ODDIK,1,2,FiRe CONTER Season 1,Results for January 29th 2026,https://www.hltv.org/matches/2389673/imperial-vs-oddik-fire-conter-season-1,ODDIK,23,47
Legacy,FUT,0,2,IEM Kraków 2026 Stage 1,Results for January 29th 2026,https://www.hltv.org/matches/2389631/legacy-vs-fut-iem-krakw-2026-stage-1,FUT,25,14
Johnny Speeds,Ursa,2,1,CCT Season 3 Europe Series 14,Results for January 29th 2026,https://www.hltv.org/matches/2389543/johnny-speeds-vs-ursa-cct-season-3-europe-series-14,Johnny Speeds,73,85
Ninjas in Pyjamas,Passion UA,2,1,IEM Kraków 2026 Stage 1,Results for January 29th 2026,https://www.hltv.org/matches/2389630/ninjas-in-pyjamas-vs-passion-ua-iem-krakw-2026-stage-1,Ninjas in Pyjamas,21,17
ENCE,Nemiga,0,2,CCT Season 3 Europe Series 13,Results for January 29th 2026,https://www.hltv.org/matches/2389142/ence-vs-nemiga-cct-season-3-europe-series-13,Nemiga,70,55
BC.Game,3DMAX,0,2,IEM Kraków 2026 Stage 1,Results for January 29th 2026,https://www.hltv.org/matches/2389627/bcgame-vs-3dmax-iem-krakw-2026-stage-1,3DMAX,26,13
ODDIK,Bounty Hunters,2,0,FiRe CONTER Season 1,Results for January 29th 2026,https://www.hltv.org/matches/2389672/oddik-vs-bounty-hunters-fire-conter-season-1,ODDIK,47,88
1win,illwill,2,1,CCT Season 3 Europe Series 13,Results for January 29th 2026,https://www.hltv.org/matches/2389141/1win-vs-illwill-cct-season-3-europe-series-13,1win,77,46
Aurora,PARIVISION,1,2,IEM Kraków 2026 Stage 1,Results for January 29th 2026,https://www.hltv.org/matches/2389625/aurora-vs-parivision-iem-krakw-2026-stage-1,PARIVISION,11,6
paiN,B8,2,0,IEM Kraków 2026 Stage 1,Results for January 29th 2026,https://www.hltv.org/matches/2389632/pain-vs-b8-iem-krakw-2026-stage-1,paiN,18,16
Johnny Speeds,magic,0,2,European Pro League Series 4,Results for January 29th 2026,https://www.hltv.org/matches/2389048/johnny-speeds-vs-magic-european-pro-league-series-4,magic,73,48
1win,UNiTY,2,1,European Pro League Series 4,Results for January 29th 2026,https://www.hltv.org/matches/2389047/1win-vs-unity-european-pro-league-series-4,1win,77,91
Nemesis,SINNERS,0,2,CCT Season 3 Europe Series 13,Results for January 29th 2026,https://www.hltv.org/matches/2389140/nemesis-vs-sinners-cct-season-3-europe-series-13,SINNERS,45,65
Passion UA,G2,1,2,IEM Kraków 2026 Stage 1,Results for January 28th 2026,https://www.hltv.org/matches/2389472/passion-ua-vs-g2-iem-krakw-2026-stage-1,G2,17,9
ex-RUBY,illwill,1,2,NODWIN Clutch Series 4,Results for January 28th 2026,https://www.hltv.org/matches/2389214/ex-ruby-vs-illwill-nodwin-clutch-series-4,illwill,57,46
Liquid,Ninjas in Pyjamas,2,0,IEM Kraków 2026 Stage 1,Results for January 28th 2026,https://www.hltv.org/matches/2389471/liquid-vs-ninjas-in-pyjamas-iem-krakw-2026-stage-1,Liquid,15,21
FUT,3DMAX,1,2,IEM Kraków 2026 Stage 1,Results for January 28th 2026,https://www.hltv.org/matches/2389474/fut-vs-3dmax-iem-krakw-2026-stage-1,3DMAX,14,13
BIG,ARCRED,1,0,CCT Season 3 Europe Series 13,Results for January 28th 2026,https://www.hltv.org/matches/2389139/big-vs-arcred-cct-season-3-europe-series-13,BIG,63,60
BetBoom,HOTU,2,1,MySkill Pro League Series 1,Results for January 28th 2026,https://www.hltv.org/matches/2389624/betboom-vs-hotu-myskill-pro-league-series-1,BetBoom,32,35
Legacy,BC.Game,0,2,IEM Kraków 2026 Stage 1,Results for January 28th 2026,https://www.hltv.org/matches/2389473/legacy-vs-bcgame-iem-krakw-2026-stage-1,BC.Game,25,26
EYEBALLERS,1win,0,2,CCT Season 3 Europe Series 13,Results for January 28th 2026,https://www.hltv.org/matches/2389138/eyeballers-vs-1win-cct-season-3-europe-series-13,1win,34,77
NRG,B8,2,1,IEM Kraków 2026 Stage 1,Results for January 28th 2026,https://www.hltv.org/matches/2389476/nrg-vs-b8-iem-krakw-2026-stage-1,NRG,19,16
ENCE,ex-RUBY,2,1,CCT Season 3 Europe Series 13,Results for January 28th 2026,https://www.hltv.org/matches/2389137/ence-vs-ex-ruby-cct-season-3-europe-series-13,ENCE,70,57
FAVBET,MOUZ NXT,2,1,European Pro League Series 4,Results for January 28th 2026,https://www.hltv.org/matches/2389046/favbet-vs-mouz-nxt-european-pro-league-series-4,FAVBET,68,69
Astralis,paiN,2,0,IEM Kraków 2026 Stage 1,Results for January 28th 2026,https://www.hltv.org/matches/2389475/astralis-vs-pain-iem-krakw-2026-stage-1,Astralis,12,18
HEROIC,PARIVISION,1,2,IEM Kraków 2026 Stage 1,Results for January 28th 2026,https://www.hltv.org/matches/2389470/heroic-vs-parivision-iem-krakw-2026-stage-1,PARIVISION,22,6
KOLESIE,ex-RUBY,2,1,CCT Season 3 Europe Series 14,Results for January 28th 2026,https://www.hltv.org/matches/2389537/kolesie-vs-ex-ruby-cct-season-3-europe-series-14,KOLESIE,54,57
UNiTY,Betclic,2,1,NODWIN Clutch Series 4,Results for January 28th 2026,https://www.hltv.org/matches/2389211/unity-vs-betclic-nodwin-clutch-series-4,UNiTY,91,93
Aurora,GamerLegion,2,0,IEM Kraków 2026 Stage 1,Results for January 28th 2026,https://www.hltv.org/matches/2389469/aurora-vs-gamerlegion-iem-krakw-2026-stage-1,Aurora,11,20
BetBoom,HOTU,2,1,MySkill Pro League Series 1,Results for January 28th 2026,https://www.hltv.org/matches/2389621/betboom-vs-hotu-myskill-pro-league-series-1,BetBoom,32,35
SINNERS,Nuclear TigeRES,2,0,CCT Season 3 Europe Series 13,Results for January 28th 2026,https://www.hltv.org/matches/2389136/sinners-vs-nuclear-tigeres-cct-season-3-europe-series-13,SINNERS,65,43
1win,Ursa,2,0,CCT Season 3 Europe Series 14,Results for January 27th 2026,https://www.hltv.org/matches/2389536/1win-vs-ursa-cct-season-3-europe-series-14,1win,77,85
GamerLegion,BET-M,0,2,CCT Season 3 Europe Series 13,Results for January 27th 2026,https://www.hltv.org/matches/2389135/gamerlegion-vs-bet-m-cct-season-3-europe-series-13,BET-M,20,80
MOUZ NXT,FAVBET,0,2,NODWIN Clutch Series 4,Results for January 27th 2026,https://www.hltv.org/matches/2389209/mouz-nxt-vs-favbet-nodwin-clutch-series-4,FAVBET,69,68
Virtus.pro,Nemiga,0,2,CCT Season 3 Europe Series 13,Results for January 27th 2026,https://www.hltv.org/matches/2389134/virtuspro-vs-nemiga-cct-season-3-europe-series-13,Nemiga,61,55
Johnny Speeds,los kogutos,1,2,CCT Season 3 Europe Series 14,Results for January 27th 2026,https://www.hltv.org/matches/2389534/johnny-speeds-vs-los-kogutos-cct-season-3-europe-series-14,los kogutos,73,89
Inner Circle,Nemesis,0,2,CCT Season 3 Europe Series 13,Results for January 27th 2026,https://www.hltv.org/matches/2389133/inner-circle-vs-nemesis-cct-season-3-europe-series-13,Nemesis,44,45
FAVBET,FORZE Reload,1,2,CCT Season 3 Europe Series 14,Results for January 27th 2026,https://www.hltv.org/matches/2389533/favbet-vs-forze-reload-cct-season-3-europe-series-14,FORZE Reload,68,90
ECSTATIC,illwill,1,2,CCT Season 3 Europe Series 13,Results for January 27th 2026,https://www.hltv.org/matches/2389132/ecstatic-vs-illwill-cct-season-3-europe-series-13,illwill,50,46
Johnny Speeds,ex-RUBY,1,2,CCT Season 3 Europe Series 14,Results for January 26th 2026,https://www.hltv.org/matches/2389532/johnny-speeds-vs-ex-ruby-cct-season-3-europe-series-14,ex-RUBY,73,57
KOLESIE,los kogutos,2,0,CCT Season 3 Europe Series 14,Results for January 26th 2026,https://www.hltv.org/matches/2389531/kolesie-vs-los-kogutos-cct-season-3-europe-series-14,KOLESIE,54,89
Nemesis,FAVBET,2,1,CCT Season 3 Europe Series 13,Results for January 26th 2026,https://www.hltv.org/matches/2389130/nemesis-vs-favbet-cct-season-3-europe-series-13,Nemesis,45,68
GenOne,Betclic,0,2,NODWIN Clutch Series 4,Results for January 26th 2026,https://www.hltv.org/matches/2389205/genone-vs-betclic-nodwin-clutch-series-4,Betclic,56,93
Oramond,FORZE Reload,2,1,CCT Season 3 Europe Series 14,Results for January 26th 2026,https://www.hltv.org/matches/2389530/oramond-vs-forze-reload-cct-season-3-europe-series-14,Oramond,51,90
Sangal,1win,0,2,CCT Season 3 Europe Series 13,Results for January 26th 2026,https://www.hltv.org/matches/2389129/sangal-vs-1win-cct-season-3-europe-series-13,1win,97,77
Nemiga,illwill,2,0,NODWIN Clutch Series 4,Results for January 26th 2026,https://www.hltv.org/matches/2389203/nemiga-vs-illwill-nodwin-clutch-series-4,Nemiga,55,46
Gaimin Gladiators,MIBR,0,3,BetBoom Circuit X Redemption Curitiba 2026,Results for January 25th 2026,https://www.hltv.org/matches/2389454/gaimin-gladiators-vs-mibr-betboom-circuit-x-redemption-curitiba-2026,MIBR,64,28
1win,Nemiga,0,2,CCT Season 3 Europe Series 13,Results for January 25th 2026,https://www.hltv.org/matches/2389128/1win-vs-nemiga-cct-season-3-europe-series-13,Nemiga,77,55
MIBR,ODDIK,0,1,CCT Season 3 South America Series 7,Results for January 25th 2026,https://www.hltv.org/matches/2389356/mibr-vs-oddik-cct-season-3-south-america-series-7,ODDIK,28,47
MOUZ NXT,UNiTY,0,2,NODWIN Clutch Series 4,Results for January 25th 2026,https://www.hltv.org/matches/2389202/mouz-nxt-vs-unity-nodwin-clutch-series-4,UNiTY,69,91
Nuclear TigeRES,BET-M,2,1,CCT Season 3 Europe Series 13,Results for January 25th 2026,https://www.hltv.org/matches/2389127/nuclear-tigeres-vs-bet-m-cct-season-3-europe-series-13,Nuclear TigeRES,43,80
Falcons,PARIVISION,0,3,BLAST Bounty 2026 Season 1 Finals,Results for January 25th 2026,https://www.hltv.org/matches/2389281/falcons-vs-parivision-blast-bounty-2026-season-1-finals,PARIVISION,3,6
9z,RED Canids,2,1,BetBoom Circuit X Redemption Curitiba 2026,Results for January 25th 2026,https://www.hltv.org/matches/2389453/9z-vs-red-canids-betboom-circuit-x-redemption-curitiba-2026,9z,42,38
Sangal,ex-RUBY,0,2,CCT Season 3 Europe Series 13,Results for January 25th 2026,https://www.hltv.org/matches/2389126/sangal-vs-ex-ruby-cct-season-3-europe-series-13,ex-RUBY,97,57
FlyQuest,JiJieHao,3,0,ZHI-TECH Elite Masters 2026,Results for January 25th 2026,https://www.hltv.org/matches/2389371/flyquest-vs-jijiehao-zhi-tech-elite-masters-2026,FlyQuest,29,79
MIBR,RED Canids,2,1,BetBoom Circuit X Redemption Curitiba 2026,Results for January 25th 2026,https://www.hltv.org/matches/2389452/mibr-vs-red-canids-betboom-circuit-x-redemption-curitiba-2026,MIBR,28,38
9z,Gaimin Gladiators,0,2,BetBoom Circuit X Redemption Curitiba 2026,Results for January 24th 2026,https://www.hltv.org/matches/2389451/9z-vs-gaimin-gladiators-betboom-circuit-x-redemption-curitiba-2026,Gaimin Gladiators,42,64
Nemesis,GenOne,2,0,CCT Season 3 Europe Series 13,Results for January 24th 2026,https://www.hltv.org/matches/2389125/nemesis-vs-genone-cct-season-3-europe-series-13,Nemesis,45,56
PARIVISION,FURIA,2,0,BLAST Bounty 2026 Season 1 Finals,Results for January 24th 2026,https://www.hltv.org/matches/2389280/parivision-vs-furia-blast-bounty-2026-season-1-finals,PARIVISION,6,2
BIG,Alliance,2,0,United21 Esplay Challenge Season 1,Results for January 24th 2026,https://www.hltv.org/matches/2389608/big-vs-alliance-united21-esplay-challenge-season-1,BIG,63,76
Oramond,FAVBET,1,2,CCT Season 3 Europe Series 13,Results for January 24th 2026,https://www.hltv.org/matches/2389124/oramond-vs-favbet-cct-season-3-europe-series-13,FAVBET,51,68
Vitality,Falcons,1,2,BLAST Bounty 2026 Season 1 Finals,Results for January 24th 2026,https://www.hltv.org/matches/2389279/vitality-vs-falcons-blast-bounty-2026-season-1-finals,Falcons,1,3
Ursa,illwill,2,0,CCT Season 3 Europe Series 14 Closed Qualifier,Results for January 24th 2026,https://www.hltv.org/matches/2389523/ursa-vs-illwill-cct-season-3-europe-series-14-closed-qualifier,Ursa,85,46
Gaimin Gladiators,Sharks,2,1,BetBoom Circuit X Redemption Curitiba 2026,Results for January 24th 2026,https://www.hltv.org/matches/2389448/gaimin-gladiators-vs-sharks-betboom-circuit-x-redemption-curitiba-2026,Gaimin Gladiators,64,39
Fake do Biru,9z,0,2,BetBoom Circuit X Redemption Curitiba 2026,Results for January 24th 2026,https://www.hltv.org/matches/2389447/fake-do-biru-vs-9z-betboom-circuit-x-redemption-curitiba-2026,9z,100,42
GenOne,ARCRED,2,0,NODWIN Clutch Series 4,Results for January 24th 2026,https://www.hltv.org/matches/2389196/genone-vs-arcred-nodwin-clutch-series-4,GenOne,56,60
MOUZ NXT,magic,0,2,European Pro League Series 4,Results for January 24th 2026,https://www.hltv.org/matches/2389038/mouz-nxt-vs-magic-european-pro-league-series-4,magic,69,48
Johnny Speeds,BIG,0,2,United21 Esplay Challenge Season 1,Results for January 24th 2026,https://www.hltv.org/matches/2389604/johnny-speeds-vs-big-united21-esplay-challenge-season-1,BIG,73,63
JiJieHao,Lynn Vision,2,1,ZHI-TECH Elite Masters 2026,Results for January 24th 2026,https://www.hltv.org/matches/2389370/jijiehao-vs-lynn-vision-zhi-tech-elite-masters-2026,JiJieHao,79,36
FAVBET,illwill,1,2,NODWIN Clutch Series 4,Results for January 24th 2026,https://www.hltv.org/matches/2389195/favbet-vs-illwill-nodwin-clutch-series-4,illwill,68,46
Morningstar,FlyQuest,0,2,ZHI-TECH Elite Masters 2026,Results for January 24th 2026,https://www.hltv.org/matches/2389369/morningstar-vs-flyquest-zhi-tech-elite-masters-2026,FlyQuest,82,29
RED Canids,BESTIA,2,1,IEM Rio 2026 Americas Closed Qualifier,Results for January 24th 2026,https://www.hltv.org/matches/2388939/red-canids-vs-bestia-iem-rio-2026-americas-closed-qualifier,RED Canids,38,37
BetBoom,Gentle Mates,1,2,IEM Rio 2026 Closed Qualifier,Results for January 24th 2026,https://www.hltv.org/matches/2388925/betboom-vs-gentle-mates-iem-rio-2026-closed-qualifier,Gentle Mates,32,27
PARIVISION,Spirit,2,1,BLAST Bounty 2026 Season 1 Finals,Results for January 23rd 2026,https://www.hltv.org/matches/2389278/parivision-vs-spirit-blast-bounty-2026-season-1-finals,PARIVISION,6,5
ex-RUBY,ARCRED,0,2,CCT Season 3 Europe Series 13,Results for January 23rd 2026,https://www.hltv.org/matches/2389122/ex-ruby-vs-arcred-cct-season-3-europe-series-13,ARCRED,57,60
Gentle Mates,9INE,2,1,IEM Rio 2026 Closed Qualifier,Results for January 23rd 2026,https://www.hltv.org/matches/2388924/gentle-mates-vs-9ine-iem-rio-2026-closed-qualifier,Gentle Mates,27,41
HOTU,BetBoom,2,0,IEM Rio 2026 Closed Qualifier,Results for January 23rd 2026,https://www.hltv.org/matches/2388923/hotu-vs-betboom-iem-rio-2026-closed-qualifier,HOTU,35,32
Sangal,FAVBET,2,1,CCT Season 3 Europe Series 13,Results for January 23rd 2026,https://www.hltv.org/matches/2389120/sangal-vs-favbet-cct-season-3-europe-series-13,Sangal,97,68
